Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771948699,50,,Aggregated,8.500000,0.000000,430,1100,2100,3600,17000,54000,68000,79000,91000,91000,91000,685,0,430.0,6383.672230122234,15.053009963594377,91287.39571297774,8722798.522627737
1771948700,50,,Aggregated,8.600000,0.000000,410,1000,2000,3600,17000,54000,68000,79000,91000,91000,91000,695,0,410.0,6379.907579520516,15.053009963594377,91287.39571297774,8700515.736690648
1771948701,50,,Aggregated,9.200000,0.000000,410,1000,2100,3600,17000,54000,67000,78000,91000,91000,91000,708,0,410.0,6493.148404786371,15.053009963594377,91287.39571297774,8952314.45480226
1771948702,50,,Aggregated,9.100000,0.000000,410,1000,2100,3600,18000,54000,67000,78000,91000,91000,91000,716,0,410.0,6496.1578298221675,15.053009963594377,91287.39571297774,9054391.810055867
1771948703,50,,Aggregated,9.200000,0.000000,400,1000,2000,3600,18000,54000,67000,78000,91000,91000,91000,725,0,400.0,6490.113213998179,15.053009963594377,91287.39571297774,9050617.747586207
1771948704,50,,Aggregated,9.800000,0.000000,400,1000,2000,3600,18000,54000,67000,78000,91000,91000,91000,730,0,400.0,6503.03111185984,15.053009963594377,91287.39571297774,9087609.412328767
1771948705,50,,Aggregated,9.700000,0.000000,400,1000,2000,3600,18000,54000,67000,78000,91000,91000,91000,743,0,400.0,6494.600639297009,15.053009963594377,91287.39571297774,9066546.671601616
1771948706,50,,Aggregated,9.700000,0.000000,390,990,2000,3500,17000,54000,67000,78000,91000,91000,91000,751,0,390.0,6428.400072152798,15.053009963594377,91287.39571297774,8972124.973368842
1771948707,50,,Aggregated,9.500000,0.000000,390,1000,2000,3500,17000,54000,67000,78000,91000,91000,91000,760,0,390.0,6376.321758983855,15.053009963594377,91287.39571297774,8904338.30131579
1771948708,50,,Aggregated,10.100000,0.000000,390,990,2000,3500,17000,53000,67000,78000,91000,91000,91000,766,0,390.0,6332.591530547835,15.053009963594377,91287.39571297774,8844111.075718015
1771948709,50,,Aggregated,9.300000,0.000000,390,1000,2000,3500,17000,53000,67000,78000,91000,91000,91000,771,0,390.0,6297.988030908882,15.053009963594377,91287.39571297774,8787564.011673152
1771948710,50,,Aggregated,9.100000,0.000000,390,990,1900,3500,17000,53000,67000,78000,91000,91000,91000,774,0,390.0,6274.374395857594,15.053009963594377,91287.39571297774,8753612.9250646
1771948711,50,,Aggregated,8.600000,0.000000,390,990,1900,3400,17000,53000,67000,78000,91000,91000,91000,777,0,390.0,6251.731142366554,15.053009963594377,91287.39571297774,8719833.562419562
1771948712,50,,Aggregated,8.600000,0.000000,390,1000,1900,3400,17000,53000,67000,78000,91000,91000,91000,780,0,390.0,6233.202422027938,15.053009963594377,91287.39571297774,8686563.751282051
1771948713,50,,Aggregated,8.600000,0.000000,390,1000,1900,3400,17000,53000,67000,78000,91000,91000,91000,782,0,390.0,6217.573831117344,15.053009963594377,91287.39571297774,8664436.239130436
1771948714,50,,Aggregated,6.500000,0.000000,390,990,1900,3400,17000,53000,67000,78000,91000,91000,91000,784,0,380.0,6201.873790608086,15.053009963594377,91287.39571297774,8642351.047193877
1771948715,50,,Aggregated,6.500000,0.000000,390,1000,1900,3400,17000,53000,67000,78000,91000,91000,91000,785,0,390.0,6195.754050520674,15.053009963594377,91287.39571297774,8631359.377070064
1771948716,50,,Aggregated,6.200000,0.000000,390,1000,1900,3400,17000,53000,67000,78000,91000,91000,91000,787,0,390.0,6181.865206205506,15.053009963594377,91287.39571297774,8609428.196950445
1771948717,50,,Aggregated,5.100000,0.000000,390,1000,1900,3400,17000,53000,67000,78000,91000,91000,91000,789,0,390.0,6176.101400454655,15.053009963594377,91287.39571297774,8588656.632446134
1771948718,50,,Aggregated,4.000000,0.000000,400,1000,2000,3500,16000,53000,67000,78000,91000,91000,91000,794,0,390.0,6167.374018368656,15.053009963594377,91287.39571297774,8538143.73299748
1771948719,50,,Aggregated,3.300000,0.000000,400,1000,2000,3500,15000,53000,65000,77000,91000,91000,91000,801,0,400.0,6148.2179289522,15.053009963594377,91287.39571297774,8471467.766541822
1771948720,50,,Aggregated,2.900000,0.000000,410,1100,2100,3600,15000,53000,65000,77000,91000,91000,91000,806,0,410.0,6159.298342134881,15.053009963594377,91287.39571297774,8440176.506203474
1771948721,50,,Aggregated,3.000000,0.000000,410,1100,2100,3600,16000,53000,65000,77000,91000,91000,91000,808,0,410.0,6182.416401601201,15.053009963594377,91287.39571297774,8445581.482673267
1771948722,50,,Aggregated,2.800000,0.000000,420,1100,2200,3600,17000,53000,65000,77000,91000,91000,91000,816,0,410.0,6209.775292412665,15.053009963594377,91287.39571297774,8479937.237745099
1771948723,50,,Aggregated,3.100000,0.000000,420,1100,2200,3700,17000,52000,65000,77000,91000,91000,91000,824,0,410.0,6210.014746544803,15.053009963594377,91287.39571297774,8434675.481796116
1771948724,50,,Aggregated,3.100000,0.000000,410,1100,2100,3600,17000,52000,65000,77000,91000,91000,91000,829,0,410.0,6174.561198229181,15.053009963594377,91287.39571297774,8385054.872135103
1771948725,50,,Aggregated,3.700000,0.000000,410,1100,2200,3600,16000,52000,65000,77000,91000,91000,91000,834,0,410.0,6160.445392374052,15.053009963594377,91287.39571297774,8351789.382494004
1771948726,50,,Aggregated,4.100000,0.000000,420,1100,2200,3700,17000,52000,65000,77000,91000,91000,91000,840,0,420.0,6166.782674416505,15.053009963594377,91287.39571297774,8334785.846428571
1771948727,50,,Aggregated,4.600000,0.000000,420,1100,2200,3700,17000,52000,65000,77000,91000,91000,91000,846,0,420.0,6162.126846821277,15.053009963594377,91287.39571297774,8301706.786052009
1771948728,50,,Aggregated,4.700000,0.000000,430,1100,2300,3800,17000,52000,64000,77000,91000,91000,91000,864,0,430.0,6140.849865186244,15.053009963594377,91287.39571297774,8314116.100694444
1771948729,50,,Aggregated,5.400000,0.000000,430,1100,2300,4100,18000,52000,64000,77000,91000,91000,91000,880,0,430.0,6173.113238354423,15.053009963594377,91287.39571297774,8327196.35
1771948730,50,,Aggregated,6.600000,0.000000,420,1100,2300,3900,18000,51000,64000,77000,91000,91000,91000,888,0,420.0,6159.7953187734975,15.053009963594377,91287.39571297774,8349668.597972973
1771948731,50,,Aggregated,6.900000,0.000000,410,1100,2300,3900,17000,51000,64000,77000,91000,91000,91000,895,0,410.0,6112.208386903684,15.053009963594377,91287.39571297774,8286452.4547486035
1771948732,50,,Aggregated,8.200000,0.000000,410,1100,2200,3800,17000,44000,64000,75000,91000,91000,91000,901,0,410.0,6112.597474110806,15.053009963594377,91287.39571297774,8327172.071032186
1771948733,50,,Aggregated,8.200000,0.000000,410,1100,2200,3700,17000,44000,64000,75000,91000,91000,91000,913,0,410.0,6076.575696063444,15.053009963594377,91287.39571297774,8342934.013143483
1771948734,50,,Aggregated,8.700000,0.000000,390,1100,2200,3700,17000,44000,64000,75000,91000,91000,91000,924,0,390.0,6016.6620925691595,15.053009963594377,91287.39571297774,8341257.8365800865
1771948735,50,,Aggregated,8.500000,0.000000,390,1100,2200,3700,17000,44000,64000,75000,91000,91000,91000,934,0,390.0,5997.3636437012365,15.053009963594377,91287.39571297774,8370285.817987152
